FD ,UD,RÉGION,IDCC déclaré,SIRET,Raison sociale,CP,Ville,durée mandat,Nb Colleges,Inscrits par CSE,% Inscrits ICTAM,Votants par CSE,Taux Participation,SVE CSE,Taille_entreprise,Taille_entreprise_2,Presence CGT,Presence CFDT,Presence FO,Presence CFTC,Presence CGC,Presence UNSA,Presence SUD,Presence AUTRES,CGT par CSE,% CGT,CFDT par CSE,FO par CSE,CFTC par CSE,CGC par CSE,UNSA par CSE,SUD par CSE,AUTRES par CSE,Date_prochain scrutin,Année du prochain mandat,Date Visite syndicat,Date Formation,Quadrimestre prochain scrutin,Siren,Effectif Siren,Tranche effectif Siren,"Groupe SBF 120
O/N",Nom du groupe,UL CONCERNÉE,Intitulé de la convention Collective
COMMERCE & SERVICES,40,NAQ,2216,80859776900039,HYPERADOUR,40220,TARNOS,4A,2,196,0.03571428571428571,157,0.801,151.0,100 et plus,100 à 199,N,O,N,N,O,O,N,N,0.0,0.0,44.0,0.0,0.0,7.0,100.0,0.0,0.0,2027-03-17,2027,2026-03-17,2026-05-16 20:00:00,2027-1,808 597 769,322,300 à 399,CAC40,CARREFOUR,UL TARNOS,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
CGT LA REUNION,974,LRE,2389,31086384000016,SOC CONCASSAGE PREFABRICATION REUNION,97420,LE PORT,4A,2,195,0.37435897435897436,178,0.913,161.0,100 et plus,100 à 199,O,N,N,N,N,N,N,N,161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09,2026,2025-06-09,2025-08-08 20:00:00,2026-2,310 863 840,195,100 à 199,CAC40,BOUYGUES,,CC BATIMENT TP OUVRIERS LA REUNION
FNSCBA,44,PDL,1702,32933888300070,COLAS FRANCE TO NANTES NORD SUD SAINT NAZAIRE,44400,REZE,4A,2,195,0.3435897435897436,171,0.877,161.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,2026-10-10,2026,2025-10-10,2025-12-09 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL SUD LOIRE,CC TRAVAUX PUBLICS OUVRIERS
METAUX,91,IDF,3248,31439767000113,PAULSTRA SNC,91090,LISSES,4A,2,194,0.39690721649484534,143,0.737,132.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,126.0,0.9545454545454546,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-03-16,2027,2026-03-16,2026-05-15 20:00:00,2027-1,314 397 670,1776,1000 à 1999,CAC40,TOTAL,UL EVRY,CCN de la métallurgie
FNSCBA,92,IDF,3216,54203953200198,COMPAGNIE DE SAINT-GOBAIN,92400,COURBEVOIE,4A,2,194,0.845360824742268,120,0.619,113.0,100 et plus,100 à 199,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,2027-09-21,2027,2026-09-21,2026-11-20 20:00:00,2027-3,542 039 532,194,100 à 199,CAC40,SAINT-GOBAIN,UL COURBEVOIE,CC MATERIAUX DE CONSTRUCTION NEGOCE
FNSCBA,62,NPC,1702,32933888304825,COLAS FRANCE TNE AGENCE COTE D'OPALE,62230,OUTREAU,4A,2,193,0.22797927461139897,169,0.876,157.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,87.0,70.0,0.0,0.0,0.0,0.0,2026-10-10,2026,2025-10-10,2025-12-09 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL BOULOGNE SUR MER,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,92,IDF,2420,33798548500081,GESTEN,92230,GENNEVILLIERS,4A,2,193,0.13989637305699482,103,0.534,102.0,100 et plus,100 à 199,N,O,O,N,O,N,N,N,0.0,0.0,9.0,78.0,0.0,15.0,0.0,0.0,0.0,2027-01-11,2027,2026-01-11,2026-03-12 20:00:00,2027-1,337 985 485,193,100 à 199,CAC40,VEOLIA ENVIRONNEMENT,UL GENNEVILLIERS/VILLENEUVE LA GARENNE,CC BATIMENT CADRES
FNSCBA,62,NPC,1702,32933888302720,ETABLISSEMENT ARTOIS,62221,NOYELLES SOUS LENS,4A,2,192,0.34375,181,0.943,178.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,149.0,29.0,0.0,0.0,0.0,0.0,2026-10-03,2026,2025-10-03,2025-12-02 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL LENS,CC TRAVAUX PUBLICS OUVRIERS
METAUX,31,OCC,3248,38347560500069,TESTIA,31300,TOULOUSE,4A,1,192,0.0,150,0.781,146.0,100 et plus,100 à 199,N,O,O,N,N,N,N,N,0.0,0.0,60.0,86.0,0.0,0.0,0.0,0.0,0.0,2027-11-20,2027,2026-11-20,2027-01-19 20:00:00,2027-3,383 475 605,192,100 à 199,CAC40,AIRBUS,UL 31,CCN de la métallurgie
FNIC,92,IDF,1982,43397232000272,ALEHOS,92220,BAGNEUX,4A,3,192,0.5260416666666666,119,0.62,117.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,28.0,0.23931623931623933,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-03-27,2027,2026-03-27,2026-05-26 20:00:00,2027-1,433 972 320,192,100 à 199,CAC40,AIR LIQUIDE,UL BAGNEUX,CC MEDICO-TECHNIQUES NEGOCE ET PRESTATIONS DE SERVICE
COMMERCE & SERVICES,69,AURA,2216,45132133500411,CARREFOUR HYPERMARCHES,69100,VILLEURBANNE,4A,2,192,0.052083333333333336,163,0.849,159.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,38.0,0.2389937106918239,32.0,80.0,0.0,9.0,0.0,0.0,0.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL VILLEURBANNE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,92,IDF,1702,51795865800034,SOLETANCHE BACHY INTERNATIONAL,92500,RUEIL MALMAISON,4A,2,192,0.7552083333333334,101,0.526,94.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,2026-03-21,2026,2025-03-21,2025-05-20 20:00:00,2026-1,517 958 658,192,100 à 199,CAC40,VINCI,UL RUEIL,CC TRAVAUX PUBLICS OUVRIERS
FSPBA,75,IDF,478,70201051300407,INTERFIMO,75007,PARIS,3A,1,192,1.0,106,0.552,104.0,100 et plus,100 à 199,N,O,N,N,N,N,N,N,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-16,2025,2024-06-16,2024-08-15 20:00:00,2025-2,702 010 513,192,100 à 199,CAC40,CREDIT AGRICOLE,UL PARIS 7,CC SOCIETES FINANCIERES
COMMERCE & SERVICES,1,AURA,2216,45132133502243,CARREFOUR SAS,1000,BOURG EN BRESSE,4A,2,191,0.06806282722513089,131,0.686,121.0,100 et plus,100 à 199,N,N,O,N,O,N,N,N,0.0,0.0,0.0,108.0,0.0,13.0,0.0,0.0,0.0,2026-11-18,2026,2025-11-18,2026-01-17 20:00:00,2026-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL BOURG EN BRESSE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
TRANSPORTS,76,NOR,2149,38015018500227,IPODEC NORMANDIE CTHP OISSEL,76350,OISSEL,4A,2,190,0.1736842105263158,106,0.558,90.0,100 et plus,100 à 199,O,N,N,N,N,N,N,N,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-10-04,2026,2025-10-04,2025-12-03 20:00:00,2026-3,380 150 185,290,200 à 299,CAC40,VEOLIA ENVIRONNEMENT,UL 76,CC DECHET ACTIVITES
METAUX,45,CVL,1090,42889095800021,RRG CENTRE DE GESTION,45937,ORLEANS,4A,3,190,0.34210526315789475,158,0.832,141.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,49.0,0.3475177304964539,42.0,10.0,0.0,40.0,0.0,0.0,0.0,2026-11-25,2026,2025-11-25,2026-01-24 20:00:00,2026-3,428 890 958,190,100 à 199,CAC40,RENAULT,UL ORLEANS,CC AUTOMOBILE SERVICES
SOCIETES D'ETUDES,92,IDF,1486,43390913200063,AXIANS COMMUNICATION ENGINEERING PARIS,92000,NANTERRE,4A,4,190,0.5789473684210527,146,0.768,138.0,100 et plus,100 à 199,N,N,O,O,O,N,N,N,0.0,0.0,0.0,6.0,50.0,82.0,0.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,433 909 132,190,100 à 199,CAC40,VINCI,UL NANTERRE,"CCN des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils du 16 juillet 2021"
TRANSPORTS,13,PACA,2149,7180020500081,BRONZO SA,13014,MARSEILLE,4A,2,189,0.08994708994708994,142,0.751,133.0,100 et plus,100 à 199,N,O,O,N,O,O,N,N,0.0,0.0,42.0,68.0,0.0,11.0,12.0,0.0,0.0,2028-02-08,2028,2027-02-08,2027-04-09 20:00:00,2028-1,071 800 205,265,200 à 299,CAC40,VEOLIA ENVIRONNEMENT,,CC DECHET ACTIVITES
FNSCBA,38,AURA,2614,32933888303363,COLAS FRANCE,38320,BRESSON,4A,2,189,0.30687830687830686,148,0.783,147.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,103.0,44.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL GRENOBLE,CC TRAVAUX PUBLICS ETAM
CHEMINOTS,16,NAQ,3217,53279220700039,MESEA,16230,VILLOGNON,3A,3,189,0.7248677248677249,113,0.598,110.0,100 et plus,100 à 199,O,N,N,N,O,O,N,N,55.0,0.5,0.0,0.0,0.0,4.0,51.0,0.0,0.0,2026-12-08,2026,2025-12-08,2026-02-06 20:00:00,2026-3,532 792 207,189,100 à 199,CAC40,VINCI,UL 16,CC CONVENTION FERROVIAIRE DISPOSITIONS GENERALES
FNSCBA,75,IDF,3212,57201524600216,BOUYGUES SA,75008,PARIS,4A,1,189,0.0,172,0.91,166.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,99.6,66.4,0.0,0.0,0.0,0.0,2026-06-21,2026,2025-06-21,2025-08-20 20:00:00,2026-2,572 015 246,189,100 à 199,CAC40,BOUYGUES,UL PARIS 8,CCN des cadres des travaux publics
FNSCBA,92,IDF,3249,30739010400171,SAINT-GOBAIN EUROCOUSTIC,92400,COURBEVOIE,4A,3,188,0.3776595744680851,127,0.676,111.0,100 et plus,100 à 199,N,O,O,N,N,O,N,N,0.0,0.0,39.0,62.0,0.0,0.0,10.0,0.0,0.0,2028-06-19,2028,2027-06-20,2027-08-19 20:00:00,2028-2,307 390 104,188,100 à 199,CAC40,SAINT-GOBAIN,UL COURBEVOIE,CCN des industries carrières et matériaux de construction
FNSCBA,59,NPC,1702,32933888302589,COLAS FRANCE TNE AGENCE DE LILLE,59211,SANTES,4A,2,188,0.324468085106383,175,0.931,170.0,100 et plus,100 à 199,O,N,O,O,N,N,N,N,66.0,0.38823529411764707,0.0,69.0,35.0,0.0,0.0,0.0,0.0,2026-10-12,2026,2025-10-12,2025-12-11 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL LILLE,CC TRAVAUX PUBLICS OUVRIERS
FAPT,92,IDF,2148,41529557500062,VIACCESS SA,92400,COURBEVOIE,3A,1,188,0.0,150,0.798,145.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,110.0,0.7586206896551724,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-13,2024,2023-10-14,2023-12-13 20:00:00,2024-3,415 295 575,188,100 à 199,CAC40,ORANGE,UL COURBEVOIE,CC TELECOMMUNICATIONS
FSPBA,92,IDF,1672,37849169000053,UES ICARE SA,92100,BOULOGNE BILLANCOURT,4A,1,187,0.0,130,0.695,126.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,22.0,0.1746031746031746,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-24,2027,2026-11-24,2027-01-23 20:00:00,2027-3,378 491 690,187,100 à 199,CAC40,BNP PARIBAS,UL BOULOGNE,CCN des sociétés d'assurances
METAUX,55,GES,3248,75192753400030,SAFRAN AERO COMPOSITE,55200,COMMERCY,4A,3,187,0.44919786096256686,160,0.856,151.0,100 et plus,100 à 199,O,O,N,O,N,N,N,N,52.0,0.3443708609271523,42.0,0.0,57.0,0.0,0.0,0.0,0.0,2026-05-25,2026,2025-05-25,2025-07-24 20:00:00,2026-2,751 927 534,187,100 à 199,CAC40,SAFRAN,UL 55,CCN de la métallurgie
SOCIETES D'ETUDES,92,IDF,1486,82446048900027,RENAULT DIGITAL,92100,BOULOGNE BILLANCOURT,4A,1,187,0.0,107,0.572,97.0,100 et plus,100 à 199,N,O,N,N,O,N,N,N,0.0,0.0,54.0,0.0,0.0,43.0,0.0,0.0,0.0,2026-09-13,2026,2025-09-13,2025-11-12 20:00:00,2026-3,824 460 489,187,100 à 199,CAC40,RENAULT,UL BOULOGNE,"CCN des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils du 16 juillet 2021"
FNIC,80,PIC,44,31824728500048,FAPAGAU ET CIE CENTRALE DE ROYE,80700,ROYE,4A,3,186,0.3118279569892473,165,0.887,162.0,100 et plus,100 à 199,N,O,N,N,O,O,N,N,0.0,0.0,93.0,0.0,0.0,23.0,46.0,0.0,0.0,2027-11-14,2027,2026-11-14,2027-01-13 20:00:00,2027-3,318 247 285,425,400 à 499,CAC40,L'OREAL,UL SANTERRE,CCN des industries chimiques et connexes
COMMERCE & SERVICES,59,NPC,2216,45132133500064,CARREFOUR,59163,CONDE SUR L ESCAUT,4A,2,186,0.03225806451612903,167,0.898,161.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,81.0,0.5031055900621118,15.0,60.0,0.0,5.0,0.0,0.0,0.0,2026-11-18,2026,2025-11-18,2026-01-17 20:00:00,2026-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL CAMBRAI,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,59,NPC,2216,45132133500239,CARREFOUR HYPERMARCHES SAS,59600,MAUBEUGE,4A,2,186,0.03763440860215054,123,0.661,117.0,100 et plus,100 à 199,N,O,O,N,O,N,N,N,0.0,0.0,58.0,53.0,0.0,6.0,0.0,0.0,0.0,2026-10-04,2026,2025-10-04,2025-12-03 20:00:00,2026-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL MAUBEUGE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,44,PDL,2216,45132133500957,CARREFOUR HYPERMARCHES SAS,44800,ST HERBLAIN,4A,2,186,0.06989247311827956,145,0.78,137.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,71.0,0.5182481751824818,37.0,17.0,0.0,12.0,0.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL ST HERBLAIN,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,42,AURA,2216,45132133501674,CARREFOUR,42300,MABLY,4A,2,186,0.053763440860215055,151,0.812,135.0,100 et plus,100 à 199,O,N,N,N,O,N,N,N,125.0,0.9259259259259259,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2027-09-29,2027,2026-09-29,2026-11-28 20:00:00,2027-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL ROANNE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,45,CVL,1412,63201725700122,MCI SAS,45380,LA CHAPELLE ST MESMIN,4A,3,186,0.7096774193548387,166,0.892,151.0,100 et plus,100 à 199,O,N,O,N,O,N,N,N,11.0,0.0728476821192053,0.0,126.0,0.0,14.0,0.0,0.0,0.0,2028-03-27,2028,2027-03-28,2027-05-27 20:00:00,2028-1,632 017 257,1307,1000 à 1999,CAC40,ENGIE,UL ORLEANS,CC AERAULIQUE INSTALLATION ENTRETIEN REPARATION
FSPBA,92,IDF,7501,30617018400072,IFCAM,92127,MONTROUGE,4A,2,185,0.6648648648648648,121,0.654,110.0,100 et plus,100 à 199,N,O,N,N,N,N,N,N,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-14,2027,2026-11-14,2027-01-13 20:00:00,2027-3,306 170 184,185,100 à 199,CAC40,CREDIT AGRICOLE,UL MALAKOFF,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
TRANSPORTS,49,PDL,637,39195574700111,TRIADE ELECTRONIQUE,49480,VERRIERES EN ANJOU,4A,2,185,0.12972972972972974,158,0.854,156.0,100 et plus,100 à 199,N,O,O,N,N,N,N,N,0.0,0.0,118.0,38.0,0.0,0.0,0.0,0.0,0.0,2027-12-04,2027,2026-12-04,2027-02-02 20:00:00,2027-3,391 955 747,324,300 à 399,CAC40,VEOLIA ENVIRONNEMENT,UL ANGERS,CC RECUPERATION INDUSTRIES ET COMMERCES
FAPT,92,IDF,2148,50044081300037,SOFTATHOME FRANCE,92700,COLOMBES,4A,2,185,0.9567567567567568,150,0.811,142.0,100 et plus,100 à 199,O,N,N,O,O,N,N,N,51.0,0.3591549295774648,0.0,0.0,47.0,44.0,0.0,0.0,0.0,2028-01-25,2028,2027-01-25,2027-03-26 20:00:00,2028-1,500 440 813,185,100 à 199,CAC40,ORANGE,UL COLOMBES,CC TELECOMMUNICATIONS
FSPBA,67,GES,2120,55212022233402,SOCIETE GENERALE,67300,SCHILTIGHEIM,4A,2,185,0.4594594594594595,140,0.757,136.0,100 et plus,100 à 199,N,O,N,N,O,N,N,N,0.0,0.0,14.0,0.0,0.0,122.0,0.0,0.0,0.0,2027-04-27,2027,2026-04-27,2026-06-26 20:00:00,2027-1,552 120 222,47514,30 000 et plus,CAC40,SOCIETE GENERALE,UL SCHILTIGHEIM,CC BANQUE
TRANSPORTS,26,AURA,2149,30259089800441,ONYX ARA VALENCE,26000,VALENCE,4A,2,184,0.17391304347826086,105,0.571,99.0,100 et plus,100 à 199,O,O,O,N,N,N,N,N,33.0,0.3333333333333333,49.0,17.0,0.0,0.0,0.0,0.0,0.0,2027-11-07,2027,2026-11-07,2027-01-06 20:00:00,2027-3,302 590 898,709,500 à 999,CAC40,VEOLIA ENVIRONNEMENT,UL VALENCE,CC DECHET ACTIVITES
FNSCBA,94,IDF,3212,34886790400065,EMULITHE,94290,VILLENEUVE LE ROI,4A,2,184,0.358695652173913,81,0.44,66.0,100 et plus,100 à 199,N,O,N,N,N,N,N,N,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-06-02,2027,2026-06-02,2026-08-01 20:00:00,2027-2,348 867 904,323,300 à 399,CAC40,VINCI,UL VILLENEUVE SAINT GEORGES,CCN des cadres des travaux publics
METAUX,16,NAQ,3248,38370387300034,SAFT SAS,16440,NERSAC,4A,3,184,0.5652173913043478,134,0.728,122.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,57.0,0.4672131147540984,42.0,0.0,0.0,23.0,0.0,0.0,0.0,2026-10-11,2026,2025-10-11,2025-12-10 20:00:00,2026-3,383 703 873,1581,1000 à 1999,CAC40,TOTAL,UL GRAND ANGOULEME,CCN de la métallurgie
COMMERCE & SERVICES,38,AURA,2216,45132133501930,HYPERMARCHE CARREFOUR SAS,38150,SALAISE SUR SANNE,4A,2,184,0.05434782608695652,163,0.886,155.0,100 et plus,100 à 199,O,N,O,N,O,O,N,O,32.0,0.2064516129032258,0.0,22.0,0.0,7.0,70.5,0.0,23.5,2027-06-06,2027,2026-06-06,2026-08-05 20:00:00,2027-2,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL ROUSSILLON,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,38,AURA,2609,50388095700108,CAMPENON BERNARD DAUPHINE SAVOIE AGENCE GRENOBLE,38244,MEYLAN,4A,3,184,0.44565217391304346,126,0.685,115.0,100 et plus,100 à 199,N,N,O,N,O,N,N,N,0.0,0.0,0.0,53.0,0.0,62.0,0.0,0.0,0.0,2026-03-07,2026,2025-03-07,2025-05-06 20:00:00,2026-1,503 880 957,184,100 à 199,CAC40,VINCI,UL GRENOBLE,CC BATIMENT ETAM
FNIC,76,NOR,1388,55200645400490,TOTAL ENERGIES LUBRIFIANTS - ROUEN,76120,LE GRAND QUEVILLY,42M,2,184,0.5760869565217391,159,0.864,156.0,100 et plus,100 à 199,O,O,N,N,N,N,N,O,69.0,0.4423076923076923,75.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-14,2025,2024-10-14,2024-12-13 20:00:00,2025-3,552 006 454,184,100 à 199,CAC40,TOTAL,UL 76,CC PETROLE INDUSTRIE
METAUX,78,IDF,3248,55211417500086,THALES AVIONICS ELECTRICAL SYSTEMS,78401,CHATOU,3A,2,184,1.0,136,0.739,127.0,100 et plus,100 à 199,O,N,N,N,O,N,N,N,37.0,0.29133858267716534,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2025-11-10,2025,2024-11-10,2025-01-09 20:00:00,2025-3,552 114 175,509,500 à 999,CAC40,THALES,UL SARTROUVILLE,CCN de la métallurgie
FNSCBA,18,CVL,1702,32933888301185,COLAS FRANCE TO COLAS BOURGES,18000,BOURGES,4A,2,183,0.3005464480874317,146,0.798,107.0,100 et plus,100 à 199,O,N,O,O,N,N,N,N,38.0,0.35514018691588783,0.0,27.599999999999998,41.400000000000006,0.0,0.0,0.0,0.0,2026-10-14,2026,2025-10-14,2025-12-13 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL BOURGES,CC TRAVAUX PUBLICS OUVRIERS
VERRE & CERAMIQUE,79,NAQ,1499,38948871900037,SGGS MENUISIERS INDUSTRIELS GLASSVER,79700,ST PIERRE DES ECHAUBROGNES,4A,1,183,0.0,147,0.803,115.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,34.0,0.2956521739130435,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-01-31,2027,2026-01-31,2026-04-01 20:00:00,2027-1,389 488 719,299,200 à 299,CAC40,SAINT-GOBAIN,UL BRESSUIRE,CC VERRE MIROITERIE TRANSFORMATION NEGOCE
COMMERCE & SERVICES,56,BRE,2216,45132133500676,CARREFOUR HYPER MARCHES SAS,56000,VANNES,4A,2,183,0.07650273224043716,142,0.776,135.0,100 et plus,100 à 199,N,O,O,N,O,N,N,N,0.0,0.0,41.0,82.0,0.0,12.0,0.0,0.0,0.0,2027-11-17,2027,2026-11-17,2027-01-16 20:00:00,2027-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL VANNES,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,4,PACA,2216,38095903100010,CARREFOUR SODIMODIS HYPERMARCHE,4990,DIGNE LES BAINS,4A,2,182,0.07142857142857142,137,0.753,116.0,100 et plus,100 à 199,O,N,O,N,O,N,N,N,14.0,0.1206896551724138,0.0,91.0,0.0,11.0,0.0,0.0,0.0,2027-05-12,2027,2026-05-12,2026-07-11 20:00:00,2027-2,380 959 031,182,100 à 199,CAC40,CARREFOUR,UL DIGNE LES BAINS,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
SOCIETES D'ETUDES,59,NPC,2098,41927031900066,ARGENCE DEVELOPPEMENT,59100,ROUBAIX,4A,2,182,0.5054945054945055,152,0.835,145.0,100 et plus,100 à 199,N,O,O,O,N,N,N,N,0.0,0.0,32.0,77.0,36.0,0.0,0.0,0.0,0.0,2027-01-31,2027,2026-01-31,2026-04-01 20:00:00,2027-1,419 270 319,182,100 à 199,CAC40,CREDIT AGRICOLE,UL ROUBAIX,CCN du personnel des prestataires de services dans le domaine du secteur tertiaire du 13 août 1999
COMMERCE & SERVICES,2,PIC,2216,45132133501823,CARREFOUR HYPERMARCHE SAS,2000,LAON,4A,2,182,0.04395604395604396,162,0.89,150.0,100 et plus,100 à 199,O,N,O,N,O,N,N,N,34.0,0.22666666666666666,0.0,109.0,0.0,7.0,0.0,0.0,0.0,2027-05-12,2027,2026-05-12,2026-07-11 20:00:00,2027-2,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL LAON,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,16,NAQ,2216,45132133501849,CARREFOUR,16800,SOYAUX,4A,2,182,0.038461538461538464,156,0.857,134.0,100 et plus,100 à 199,N,N,O,N,O,N,N,N,0.0,0.0,0.0,127.0,0.0,7.0,0.0,0.0,0.0,2027-01-20,2027,2026-01-20,2026-03-21 20:00:00,2027-1,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL GRAND ANGOULEME,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,74,AURA,1702,32933888304437,COLAS FRANCE AGENCE VALLEE DE L ARVE,74130,BONNEVILLE,4A,2,181,0.40331491712707185,158,0.873,131.0,100 et plus,100 à 199,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL CLUSES,CC TRAVAUX PUBLICS OUVRIERS
FNIC,69,AURA,176,45127902000023,SANOFI PASTEUR NVL,69250,NEUVILLE SUR SAONE,4A,2,181,0.2596685082872928,138,0.762,128.0,100 et plus,100 à 199,O,N,N,O,N,N,N,N,37.0,0.2890625,0.0,0.0,91.0,0.0,0.0,0.0,0.0,2026-11-15,2026,2025-11-15,2026-01-14 20:00:00,2026-3,451 279 020,181,100 à 199,CAC40,SANOFI,UL NEUVILLE,CC PHARMACEUTIQUE INDUSTRIE
FNSCBA,54,GES,2609,50140232500077,GTM-HALLE,54520,LAXOU,4A,3,181,0.5414364640883977,134,0.74,128.0,100 et plus,100 à 199,N,N,N,O,O,N,N,N,0.0,0.0,0.0,0.0,53.0,75.0,0.0,0.0,0.0,2027-05-25,2027,2026-05-25,2026-07-24 20:00:00,2027-2,501 402 325,181,100 à 199,CAC40,VINCI,UL NANCY,CC BATIMENT ETAM
METAUX,78,IDF,3248,52394103700013,AIRBUS CYBERSECURITY SAS,78990,ELANCOURT,4A,1,181,0.0,142,0.785,141.0,100 et plus,100 à 199,N,O,O,N,O,N,N,N,0.0,0.0,9.0,91.0,0.0,41.0,0.0,0.0,0.0,2027-11-10,2027,2026-11-10,2027-01-09 20:00:00,2027-3,523 941 037,181,100 à 199,CAC40,AIRBUS,UL SQY,CCN de la métallurgie
METAUX,92,IDF,1090,31221230102001,RENAULT RETAIL GROUP,92140,CLAMART,4A,2,179,1.0,176,0.983,167.0,100 et plus,100 à 199,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,2026-12-13,2026,2025-12-13,2026-02-11 20:00:00,2026-3,312 212 301,3253,3000 à 3999,CAC40,RENAULT,UL LE PLESSIS,CC AUTOMOBILE SERVICES
